"Object ID","Volume Centroid"
"e2863c3d-c29c-4db8-9f88-f02361eb9d00",
"f21b3b2e-dc2b-459b-b1c7-cae718feaeef",
"88f3d80f-6375-4906-af20-b8c8a503f666",
"7370f3c6-4b59-44c1-a9ce-d84c6ba977cb",
"6a6a8ed9-253c-4ad4-a333-12fb4ab1b671",
"0e0ad5f8-61e1-49d6-b312-300d9e069c31",
"3e7adeae-642f-4905-93f7-2274b8e14a3e",
"15de1717-3d45-4f86-a4be-ae98ad1d0b52",
"98709c08-3b90-4f97-9386-67dac50fc8ac",
"ff8be365-1fc4-45d8-b3f8-d51ed9003613",
